Customer_ID,Country,State,City,Zip_Code,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Tenure_Group,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Service_Count,Service_Category,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Monthly_Charges_Group,Total_Charges,CLTV,CLTV_Group,Churn_Score,Churn_Risk,Churn_Label,Churn_Reason
7932-WPTDS,United States,California,Green Valley Lake,92341,34.244411,-117.072654,Female,Yes,Yes,No,1,New Customer,No,No phone service,DSL,No,No,No,No,No,No,1,Basic,Month-to-month,Yes,Electronic check,24.8,Low,24.8,5377,High CLTV,73,High Risk,Yes,Product dissatisfaction
2722-VOJQL,United States,California,Highland,92346,34.129677,-117.154277,Male,No,No,No,64,Veteran Customer,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,7,Premium,One year,Yes,Credit card (automatic),105.65,High,6903.1,4870,High CLTV,98,High Risk,Yes,Service dissatisfaction
5228-EXCET,United States,California,Newberry Springs,92365,34.89326,-116.505958,Male,No,No,No,13,Established Customer,Yes,No,Fiber optic,No,No,No,No,No,Yes,3,Standard,Month-to-month,Yes,Electronic check,80.85,High,1008.7,5964,High CLTV,85,High Risk,Yes,Lack of self-service on Website
7394-FKDNK,United States,California,Redlands,92374,34.064073,-117.166158,Female,No,Yes,No,9,Early Customer,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4,Standard,Month-to-month,No,Electronic check,89.45,High,853.1,4971,High CLTV,91,High Risk,Yes,Network reliability
6331-LWDTQ,United States,California,Rialto,92377,34.156758,-117.404686,Male,No,No,No,10,Early Customer,Yes,Yes,DSL,No,No,No,No,Yes,Yes,5,Standard,Month-to-month,Yes,Credit card (automatic),72.15,High,794.25,2457,Low CLTV,98,High Risk,Yes,Limited range of services
1597-FZREH,United States,California,Shoshone,92384,35.924252,-116.188668,Female,No,No,No,2,New Customer,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,6,Premium,Month-to-month,No,Electronic check,76.4,High,160.8,3005,Medium CLTV,100,High Risk,Yes,Lack of affordable download/upload speed
7000-WCEVQ,United States,California,Wrightwood,92397,34.358321,-117.618263,Female,Yes,No,No,20,Established Customer,Yes,Yes,DSL,No,No,No,No,No,Yes,4,Standard,Month-to-month,Yes,Mailed check,61.6,Medium,1174.35,3866,Medium CLTV,85,High Risk,Yes,Long distance charges
0727-IWKVK,United States,California,Yermo,92398,35.013299,-116.834092,Male,No,Yes,No,9,Early Customer,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,4,Standard,Month-to-month,Yes,Electronic check,79.9,High,741.7,4748,High CLTV,100,High Risk,Yes,Extra data charges
5959-BELXA,United States,California,Yucaipa,92399,34.04597,-117.011825,Male,Yes,No,No,32,Loyal Customer,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Standard,Month-to-month,Yes,Credit card (automatic),96.15,High,3019.25,2246,Low CLTV,79,High Risk,Yes,Price too high
3512-IZIKN,United States,California,San Bernardino,92404,34.183286,-117.221722,Female,No,Yes,No,70,Veteran Customer,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,6,Premium,Two year,No,Credit card (automatic),65.3,Medium,4759.75,5591,High CLTV,85,High Risk,Yes,Product dissatisfaction
6141-OOXUQ,United States,California,San Bernardino,92411,34.122501,-117.320138,Male,No,No,No,1,New Customer,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Basic,Month-to-month,No,Mailed check,19.65,Low,19.65,5717,High CLTV,69,High Risk,Yes,Service dissatisfaction
7503-ZGUZJ,United States,California,Riverside,92505,33.920907,-117.489426,Male,No,No,No,1,New Customer,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4,Standard,Month-to-month,Yes,Mailed check,84.65,High,84.65,4261,Medium CLTV,79,High Risk,Yes,Lack of self-service on Website
2506-TNFCO,United States,California,Riverside,92509,34.004379,-117.447864,Female,Yes,Yes,No,1,New Customer,Yes,No,Fiber optic,No,No,No,No,No,No,2,Basic,Month-to-month,Yes,Electronic check,69.55,Medium,69.55,5948,High CLTV,67,High Risk,Yes,Network reliability
8718-PTMEZ,United States,California,Lake Elsinore,92530,33.655421,-117.391751,Female,No,No,No,13,Established Customer,No,No phone service,DSL,No,Yes,No,No,No,No,2,Basic,Month-to-month,Yes,Electronic check,31.05,Low,347.25,5131,High CLTV,97,High Risk,Yes,Don't know
2207-OBZNX,United States,California,Aguanga,92536,33.482243,-116.827173,Male,No,No,No,7,Early Customer,Yes,No,DSL,Yes,No,No,No,No,No,3,Standard,Month-to-month,Yes,Mailed check,51,Medium,354.05,3736,Medium CLTV,90,High Risk,Yes,Attitude of service provider
6142-VSJQO,United States,California,Homeland,92548,33.761894,-117.120868,Female,No,Yes,Yes,1,New Customer,Yes,No,DSL,No,No,No,No,No,No,2,Basic,Month-to-month,Yes,Bank transfer (automatic),44.35,Medium,44.35,4599,High CLTV,90,High Risk,Yes,Attitude of support person
6437-UKHMV,United States,California,Moreno Valley,92557,33.970661,-117.255039,Female,No,No,No,7,Early Customer,Yes,No,Fiber optic,No,No,No,No,Yes,No,3,Standard,Month-to-month,Yes,Electronic check,79.7,High,586.05,3109,Medium CLTV,98,High Risk,Yes,Attitude of support person
1114-CENIM,United States,California,San Jacinto,92582,33.806708,-117.02007,Male,No,No,Yes,54,Long-Term Customer,Yes,Yes,DSL,No,Yes,No,No,No,No,4,Standard,Month-to-month,Yes,Credit card (automatic),55,Medium,3092.65,5282,High CLTV,84,High Risk,Yes,Don't know
6060-DRTNL,United States,California,San Jacinto,92583,33.796568,-116.924723,Female,Yes,No,No,5,New Customer,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,4,Standard,Month-to-month,Yes,Mailed check,84.85,High,415.55,3305,Medium CLTV,74,High Risk,Yes,Attitude of service provider
8473-VUVJN,United States,California,Temecula,92590,33.475493,-117.219551,Male,Yes,No,No,1,New Customer,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Standard,Month-to-month,Yes,Electronic check,73.65,High,73.65,5443,High CLTV,86,High Risk,Yes,Attitude of service provider
6289-CPNLD,United States,California,Temecula,92591,33.540604,-117.10909,Male,No,Yes,No,33,Loyal Customer,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,6,Premium,One year,Yes,Mailed check,73.9,High,2405.05,5374,High CLTV,73,High Risk,Yes,Attitude of service provider
5536-SLHPM,United States,California,Temecula,92592,33.507255,-117.029473,Female,No,Yes,No,55,Long-Term Customer,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,4,Standard,Month-to-month,Yes,Electronic check,77.75,High,4458.15,4398,Medium CLTV,79,High Risk,Yes,Attitude of support person
0196-VULGZ,United States,California,Irvine,92620,33.716136,-117.752574,Female,Yes,Yes,No,6,New Customer,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4,Standard,Month-to-month,Yes,Electronic check,84.35,High,474.9,5721,High CLTV,77,High Risk,Yes,Deceased
8837-VVWLQ,United States,California,Capistrano Beach,92624,33.458754,-117.665104,Female,No,No,No,8,Early Customer,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,4,Standard,Month-to-month,No,Electronic check,84.95,High,668.4,4437,Medium CLTV,81,High Risk,Yes,Moved
2696-NARTR,United States,California,Corona Del Mar,92625,33.600987,-117.862734,Male,No,No,No,11,Early Customer,Yes,No,Fiber optic,No,No,No,Yes,No,No,3,Standard,Month-to-month,Yes,Electronic check,73.85,High,926.25,3634,Medium CLTV,66,Medium Risk,Yes,Moved
7614-QVWQL,United States,California,Costa Mesa,92627,33.645672,-117.922613,Male,No,Yes,No,49,Long-Term Customer,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,4,Standard,One year,Yes,Bank transfer (automatic),51.8,Medium,2541.25,5375,High CLTV,67,High Risk,Yes,Moved
1976-CFOCS,United States,California,Dana Point,92629,33.477923,-117.705314,Female,Yes,Yes,No,1,New Customer,Yes,No,DSL,No,No,No,No,No,No,2,Basic,Month-to-month,No,Electronic check,46,Medium,46,4531,High CLTV,67,High Risk,Yes,Competitor had better devices
4631-OACRM,United States,California,Lake Forest,92630,33.644849,-117.684254,Male,Yes,No,No,15,Established Customer,Yes,No,Fiber optic,No,No,No,No,No,Yes,3,Standard,Month-to-month,Yes,Electronic check,79.4,High,1156.1,3621,Medium CLTV,74,High Risk,Yes,Competitor offered higher download speeds
3755-JBMNH,United States,California,Huntington Beach,92648,33.679659,-118.016195,Male,Yes,Yes,No,16,Established Customer,Yes,No,Fiber optic,No,No,No,No,No,No,2,Basic,Month-to-month,Yes,Bank transfer (automatic),71.8,High,1167.8,3327,Medium CLTV,86,High Risk,Yes,Competitor offered more data
6345-ULYRW,United States,California,Laguna Beach,92651,33.570023,-117.773669,Male,Yes,Yes,No,44,Long-Term Customer,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,5,Standard,One year,No,Mailed check,88.4,High,3912.9,2674,Low CLTV,99,High Risk,Yes,Competitor made better offer
1809-DMJHQ,United States,California,Newport Beach,92660,33.634626,-117.874882,Female,No,No,Yes,5,New Customer,Yes,No,DSL,No,No,No,No,No,No,2,Basic,Month-to-month,No,Mailed check,46,Medium,221.7,4846,High CLTV,85,High Risk,Yes,Competitor had better devices
6923-EFPNL,United States,California,Silverado,92676,33.782346,-117.635263,Male,No,No,No,4,New Customer,Yes,Yes,DSL,No,No,No,No,No,No,3,Standard,Month-to-month,No,Credit card (automatic),51.75,Medium,201.1,3865,Medium CLTV,83,High Risk,Yes,Competitor had better devices
9574-RKJIF,United States,California,Trabuco Canyon,92679,33.631119,-117.567346,Male,No,Yes,No,30,Loyal Customer,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,6,Premium,Month-to-month,Yes,Electronic check,94.4,High,2838.7,2792,Low CLTV,71,High Risk,Yes,Competitor offered higher download speeds
2619-WFQWU,United States,California,Mission Viejo,92692,33.60693,-117.644253,Female,No,No,No,1,New Customer,Yes,No,Fiber optic,No,No,No,No,No,No,2,Basic,Month-to-month,Yes,Mailed check,70.15,High,70.15,3208,Medium CLTV,96,High Risk,Yes,Competitor offered higher download speeds
0778-NELLA,United States,California,Anaheim,92805,33.830209,-117.906099,Male,No,No,No,9,Early Customer,No,No phone service,DSL,No,No,No,No,Yes,No,2,Basic,Month-to-month,Yes,Credit card (automatic),34.7,Low,296.1,5352,High CLTV,95,High Risk,Yes,Competitor offered higher download speeds
4614-NUVZD,United States,California,Anaheim,92807,33.848733,-117.788357,Female,No,No,No,1,New Customer,Yes,No,Fiber optic,No,No,No,No,No,Yes,3,Standard,Month-to-month,Yes,Electronic check,81.1,High,81.1,2075,Low CLTV,85,High Risk,Yes,Competitor offered more data
3803-KMQFW,United States,California,Brea,92821,33.930199,-117.862898,Female,No,Yes,Yes,1,New Customer,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Basic,Month-to-month,No,Mailed check,20.55,Low,20.55,3797,Medium CLTV,78,High Risk,Yes,Competitor offered more data
6804-GDMOI,United States,California,Brea,92823,33.924143,-117.79387,Female,No,No,No,61,Veteran Customer,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7,Premium,Two year,Yes,Electronic check,106.6,High,6428.4,4183,Medium CLTV,68,High Risk,Yes,Competitor offered more data
9572-MTILT,United States,California,Fullerton,92833,33.877639,-117.961212,Male,No,Yes,No,59,Long-Term Customer,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,8,Premium,Month-to-month,Yes,Electronic check,106.75,High,6252.9,4508,High CLTV,81,High Risk,Yes,Competitor made better offer
9611-CTWIH,United States,California,Garden Grove,92841,33.786738,-117.982564,Female,No,No,No,3,New Customer,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4,Standard,Month-to-month,Yes,Electronic check,89.45,High,240.45,3591,Medium CLTV,84,High Risk,Yes,Competitor made better offer
0329-GTIAJ,United States,California,Garden Grove,92844,33.766476,-117.969795,Female,No,No,No,3,New Customer,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,6,Premium,Month-to-month,Yes,Electronic check,97.9,High,315.3,4330,Medium CLTV,86,High Risk,Yes,Price too high
6629-CZTTH,United States,California,Orange,92865,33.828779,-117.848299,Male,No,No,No,1,New Customer,Yes,No,DSL,No,No,No,No,No,Yes,3,Standard,Month-to-month,Yes,Mailed check,55.7,Medium,55.7,4629,High CLTV,79,High Risk,Yes,Product dissatisfaction
5364-EVNIB,United States,California,Orange,92868,33.787796,-117.875928,Male,No,No,No,13,Established Customer,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,4,Standard,Month-to-month,Yes,Electronic check,79.8,High,973.45,5067,High CLTV,75,High Risk,Yes,Service dissatisfaction
5087-SUURX,United States,California,Yorba Linda,92887,33.884073,-117.732197,Female,No,Yes,No,18,Established Customer,No,No phone service,DSL,No,No,Yes,No,Yes,No,3,Standard,Month-to-month,Yes,Electronic check,39.05,Medium,669.85,2601,Low CLTV,66,Medium Risk,Yes,Lack of self-service on Website
0013-EXCHZ,United States,California,Camarillo,93010,34.227846,-119.079903,Female,Yes,Yes,No,3,New Customer,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,4,Standard,Month-to-month,Yes,Mailed check,83.9,High,267.4,3464,Medium CLTV,68,High Risk,Yes,Network reliability
5550-VFRLC,United States,California,Moorpark,93021,34.312945,-118.858169,Female,Yes,No,No,1,New Customer,Yes,No,Fiber optic,No,No,No,No,No,No,2,Basic,Month-to-month,Yes,Electronic check,69.85,Medium,69.85,5056,High CLTV,68,High Risk,Yes,Limited range of services
4929-BSTRX,United States,California,Oxnard,93030,34.223244,-119.18012,Female,No,No,No,1,New Customer,Yes,No,DSL,No,No,No,No,Yes,No,3,Standard,Month-to-month,Yes,Mailed check,53.55,Medium,53.55,2326,Low CLTV,79,High Risk,Yes,Lack of affordable download/upload speed
2225-ZRGSG,United States,California,Piru,93040,34.432843,-118.730106,Female,No,Yes,No,70,Veteran Customer,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,7,Premium,Two year,No,Bank transfer (automatic),93.9,High,6579.05,6173,High CLTV,95,High Risk,Yes,Long distance charges
5271-YNWVR,United States,California,Santa Paula,93060,34.402343,-119.094824,Male,No,Yes,No,68,Veteran Customer,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9,Premium,Two year,Yes,Electronic check,113.15,High,7856,4610,High CLTV,90,High Risk,Yes,Extra data charges
2657-ALMWY,United States,California,Simi Valley,93065,34.269449,-118.768471,Female,Yes,Yes,No,26,Loyal Customer,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,4,Standard,Month-to-month,No,Electronic check,84.95,High,2169.75,4316,Medium CLTV,75,High Risk,Yes,Price too high
6330-JKLPC,United States,California,Somis,93066,34.297628,-119.014627,Male,No,Yes,No,11,Early Customer,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4,Standard,Month-to-month,Yes,Bank transfer (automatic),80.5,High,896.9,5119,High CLTV,75,High Risk,Yes,Product dissatisfaction
4667-OHGKG,United States,California,Summerland,93067,34.420998,-119.60137,Male,No,No,No,1,New Customer,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Basic,Month-to-month,Yes,Mailed check,19.3,Low,19.3,4266,Medium CLTV,99,High Risk,Yes,Service dissatisfaction
1660-HSOOQ,United States,California,Santa Barbara,93105,34.037342,-119.80079,Male,No,No,No,1,New Customer,Yes,No,DSL,No,No,Yes,No,No,No,3,Standard,Month-to-month,Yes,Mailed check,49.65,Medium,49.65,5338,High CLTV,97,High Risk,Yes,Lack of self-service on Website
7253-UVNDW,United States,California,Santa Barbara,93108,34.457541,-119.631072,Female,No,No,No,46,Long-Term Customer,Yes,No,DSL,No,No,Yes,Yes,No,No,4,Standard,Two year,No,Credit card (automatic),54.35,Medium,2460.15,2793,Low CLTV,83,High Risk,Yes,Network reliability
7228-OMTPN,United States,California,Santa Barbara,93110,34.437945,-119.77191,Male,No,No,No,4,New Customer,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4,Standard,Month-to-month,Yes,Electronic check,88.45,High,370.65,2456,Low CLTV,98,High Risk,Yes,Don't know
6284-AHOOQ,United States,California,Avenal,93204,35.916943,-120.129921,Male,Yes,No,No,22,Established Customer,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,5,Standard,Month-to-month,Yes,Bank transfer (automatic),90.5,High,1910.6,5014,High CLTV,71,High Risk,Yes,Don't know
2344-JMOGN,United States,California,Buttonwillow,93206,35.451402,-119.488413,Male,No,Yes,No,9,Early Customer,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,6,Premium,Month-to-month,Yes,Mailed check,94.85,High,890.6,3016,Medium CLTV,72,High Risk,Yes,Don't know
3799-ISUZQ,United States,California,California Hot Springs,93207,35.865795,-118.69759,Male,No,Yes,No,7,Early Customer,Yes,No,Fiber optic,No,No,No,No,No,No,2,Basic,Month-to-month,Yes,Bank transfer (automatic),69.95,Medium,529.5,3296,Medium CLTV,90,High Risk,Yes,Poor expertise of online support
1794-HBQTJ,United States,California,Corcoran,93212,36.04533,-119.532424,Female,No,No,No,1,New Customer,Yes,No,DSL,Yes,No,No,No,No,No,3,Standard,Month-to-month,Yes,Credit card (automatic),48.6,Medium,48.6,4207,Medium CLTV,83,High Risk,Yes,Poor expertise of phone support
2460-FPSYH,United States,California,Exeter,93221,36.301689,-119.018233,Female,Yes,No,No,40,Long-Term Customer,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,5,Standard,Month-to-month,Yes,Electronic check,55.8,Medium,2109.35,4272,Medium CLTV,90,High Risk,Yes,Attitude of support person
4818-DRBQT,United States,California,Farmersville,93223,36.29878,-119.201028,Male,No,Yes,No,29,Loyal Customer,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4,Standard,Month-to-month,Yes,Bank transfer (automatic),80.15,High,2265.25,5189,High CLTV,83,High Risk,Yes,Attitude of support person
1320-HTRDR,United States,California,Fellows,93224,35.215731,-119.57013,Female,No,No,No,3,New Customer,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Standard,Month-to-month,Yes,Electronic check,75.5,High,220.6,5948,High CLTV,79,High Risk,Yes,Attitude of service provider
1493-AMTIE,United States,California,Ivanhoe,93235,36.385818,-119.224243,Male,No,No,No,1,New Customer,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Basic,Month-to-month,Yes,Bank transfer (automatic),20.2,Low,20.2,5394,High CLTV,87,High Risk,Yes,Attitude of service provider
6424-ELEYH,United States,California,Lebec,93243,34.845861,-118.885163,Female,No,Yes,No,3,New Customer,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Standard,Month-to-month,Yes,Credit card (automatic),74.75,High,229.5,3972,Medium CLTV,65,Medium Risk,Yes,Attitude of service provider
4391-RESHN,United States,California,Lemon Cove,93244,36.462671,-118.997291,Male,No,No,No,23,Established Customer,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7,Premium,Month-to-month,Yes,Mailed check,104.05,High,2470.1,5963,High CLTV,93,High Risk,Yes,Attitude of support person
6821-BUXUX,United States,California,Maricopa,93252,34.737031,-119.460557,Female,No,No,No,13,Established Customer,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,6,Premium,Month-to-month,Yes,Electronic check,96.65,High,1244.5,2110,Low CLTV,65,Medium Risk,Yes,Attitude of support person
5028-HTLJB,United States,California,New Cuyama,93254,34.956577,-119.750142,Male,Yes,No,No,1,New Customer,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Basic,Month-to-month,No,Mailed check,20.05,Low,20.05,3491,Medium CLTV,91,High Risk,Yes,Attitude of support person
9801-GDWGV,United States,California,Onyx,93255,35.676978,-118.101378,Female,No,No,No,39,Long-Term Customer,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,Premium,Month-to-month,Yes,Electronic check,103.45,High,3994.45,4811,High CLTV,83,High Risk,Yes,Attitude of service provider
2320-JRSDE,United States,California,Richgrove,93261,35.809921,-119.127437,Female,No,Yes,Yes,1,New Customer,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Basic,Month-to-month,Yes,Electronic check,19.9,Low,19.9,4633,High CLTV,73,High Risk,Yes,Attitude of service provider
0601-WZHJF,United States,California,Shafter,93263,35.490705,-119.286833,Male,No,Yes,No,14,Established Customer,No,No phone service,DSL,No,No,No,No,Yes,Yes,3,Standard,Month-to-month,No,Electronic check,46.35,Medium,667.7,5360,High CLTV,76,High Risk,Yes,Attitude of service provider
5143-WMWOG,United States,California,Stratford,93266,36.175255,-119.813805,Male,No,No,No,1,New Customer,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Basic,Month-to-month,No,Electronic check,19.95,Low,19.95,2051,Low CLTV,83,High Risk,Yes,Attitude of support person
5393-RXQSZ,United States,California,Taft,93268,35.184837,-119.402525,Male,No,No,No,1,New Customer,Yes,No,Fiber optic,No,No,No,No,No,Yes,3,Standard,Month-to-month,No,Electronic check,79.6,High,79.6,2199,Low CLTV,98,High Risk,Yes,Attitude of support person
0231-LXVAP,United States,California,Tipton,93272,36.047414,-119.344304,Male,No,No,No,1,New Customer,Yes,No,Fiber optic,No,No,No,Yes,No,No,3,Standard,Month-to-month,Yes,Electronic check,75.9,High,75.9,3389,Medium CLTV,66,Medium Risk,Yes,Attitude of support person
9444-JTXHZ,United States,California,Tulare,93274,36.185471,-119.375243,Male,No,Yes,No,1,New Customer,Yes,No,Fiber optic,No,No,Yes,No,No,No,3,Standard,Month-to-month,No,Electronic check,76.2,High,76.2,5973,High CLTV,83,High Risk,Yes,Don't know
5510-BOIUJ,United States,California,Visalia,93277,36.303793,-119.375646,Male,No,No,Yes,1,New Customer,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Basic,Month-to-month,No,Mailed check,19.25,Low,19.25,5437,High CLTV,80,High Risk,Yes,Attitude of service provider
4471-KXAUH,United States,California,Woody,93287,35.710244,-118.881679,Female,No,Yes,No,42,Long-Term Customer,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,5,Standard,Month-to-month,Yes,Electronic check,84.3,High,3588.4,2514,Low CLTV,100,High Risk,Yes,Attitude of service provider
7638-QVMVY,United States,California,Visalia,93292,36.37559,-119.211689,Female,No,No,No,7,Early Customer,Yes,No,Fiber optic,No,No,No,No,Yes,No,3,Standard,Month-to-month,Yes,Electronic check,79,High,522.95,3735,Medium CLTV,92,High Risk,Yes,Attitude of support person
3244-DCJWY,United States,California,Bakersfield,93312,35.392599,-119.245341,Female,No,No,No,1,New Customer,Yes,No,Fiber optic,No,No,No,No,No,No,2,Basic,Month-to-month,Yes,Electronic check,70.25,High,70.25,4133,Medium CLTV,89,High Risk,Yes,Attitude of support person
0875-CABNR,United States,California,San Luis Obispo,93401,35.233745,-120.626442,Female,Yes,No,No,10,Early Customer,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,4,Standard,Month-to-month,Yes,Credit card (automatic),84.6,High,865.55,3320,Medium CLTV,94,High Risk,Yes,Attitude of support person
7812-FZHPE,United States,California,Bradley,93426,35.842889,-121.004862,Female,No,Yes,Yes,17,Established Customer,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Basic,Month-to-month,No,Mailed check,24.1,Low,409.9,4648,High CLTV,86,High Risk,Yes,Attitude of service provider
4797-AXPXK,United States,California,Lompoc,93436,34.601055,-120.382917,Female,No,No,Yes,1,New Customer,Yes,No,DSL,Yes,Yes,No,Yes,No,No,5,Standard,Month-to-month,Yes,Electronic check,60,Medium,60,4531,High CLTV,93,High Risk,Yes,Attitude of service provider
5229-PRWKT,United States,California,Lompoc,93437,34.757477,-120.550507,Male,No,No,No,8,Early Customer,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4,Standard,Month-to-month,Yes,Electronic check,86.55,High,649.65,4193,Medium CLTV,80,High Risk,Yes,Attitude of service provider
6982-UQZLY,United States,California,Los Alamos,93440,34.758699,-120.275839,Female,Yes,Yes,No,1,New Customer,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Basic,Month-to-month,Yes,Mailed check,20.85,Low,20.85,3817,Medium CLTV,97,High Risk,Yes,Attitude of support person
5057-LCOUI,United States,California,Nipomo,93444,35.050345,-120.489599,Female,No,No,No,39,Long-Term Customer,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,4,Standard,Month-to-month,Yes,Electronic check,50.75,Medium,2011.4,4119,Medium CLTV,94,High Risk,Yes,Attitude of support person
0193-ESZXP,United States,California,Oceano,93445,35.059695,-120.604741,Female,Yes,Yes,No,58,Long-Term Customer,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,7,Premium,One year,Yes,Credit card (automatic),105.5,High,6205.5,5067,High CLTV,100,High Risk,Yes,Attitude of support person
4369-HTUIF,United States,California,Pismo Beach,93449,35.165668,-120.655842,Male,Yes,No,No,6,New Customer,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,4,Standard,Month-to-month,Yes,Bank transfer (automatic),85.15,High,503.6,5831,High CLTV,90,High Risk,Yes,Attitude of service provider
0156-FVPTA,United States,California,Solvang,93463,34.624399,-120.137875,Male,No,Yes,No,22,Established Customer,Yes,No,DSL,Yes,No,No,Yes,No,No,4,Standard,Month-to-month,Yes,Electronic check,54.2,Medium,1152.7,5102,High CLTV,87,High Risk,Yes,Attitude of service provider
1984-FCOWB,United States,California,Templeton,93465,35.536115,-120.739231,Female,No,Yes,No,70,Veteran Customer,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8,Premium,One year,Yes,Electronic check,109.5,High,7674.55,4191,Medium CLTV,100,High Risk,Yes,Attitude of service provider
0654-HMSHN,United States,California,Mojave,93501,35.097323,-118.171288,Male,No,Yes,No,21,Established Customer,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,Premium,Month-to-month,No,Electronic check,104.4,High,2157.95,3796,Medium CLTV,77,High Risk,Yes,Attitude of support person
5287-QWLKY,United States,California,Big Pine,93513,37.245505,-118.062943,Male,Yes,Yes,No,71,Veteran Customer,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,7,Premium,Month-to-month,Yes,Credit card (automatic),105.1,High,7548.1,5725,High CLTV,66,Medium Risk,Yes,Attitude of support person
5196-SGOAK,United States,California,Caliente,93518,35.358953,-118.527064,Female,No,No,No,1,New Customer,Yes,No,Fiber optic,No,Yes,No,No,No,No,3,Standard,Month-to-month,Yes,Electronic check,75.7,High,75.7,4884,High CLTV,93,High Risk,Yes,Attitude of support person
1891-UAWWU,United States,California,Johannesburg,93528,35.363339,-117.637641,Female,Yes,Yes,No,20,Established Customer,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,5,Standard,Month-to-month,No,Electronic check,90.8,High,1951,2312,Low CLTV,87,High Risk,Yes,Attitude of service provider
6108-OQZDQ,United States,California,Keene,93531,35.214982,-118.59049,Female,No,Yes,No,4,New Customer,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6,Premium,Month-to-month,Yes,Electronic check,97.95,High,384.5,2570,Low CLTV,72,High Risk,Yes,Attitude of service provider
0363-QJVFX,United States,California,Lake Hughes,93532,34.659579,-118.584212,Male,No,No,No,32,Loyal Customer,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,8,Premium,Month-to-month,Yes,Credit card (automatic),108.15,High,3432.9,2541,Low CLTV,69,High Risk,Yes,Attitude of service provider
